BP-RP,G_mag,parallax,abs_G
1.245071229516849,13.523333847539195,1.9375501486782718,4.959598607333888
0.292603548243223,12.0,0.5436040781929311,0.6764135310495476
1.4715328071510387,13.516776835138108,0.3725809066205044,1.3728798109421394
2.784544784612038,18.188589257985395,0.49510315355051493,6.66206772084081
0.14876993791499604,12.0,4.371779118664843,5.203291056909469
0.1487945645762292,12.0,0.26522242797784445,-0.8819487675661399
2.868819223261087,19.130698995308556,2.0543500035317086,10.694071181033244
1.6511520937293631,15.197343691730257,6.995878895743366,9.421555106165384
-0.20421157890242814,12.0,1.7431665841683894,3.2066944603007546
1.313840065378947,13.870755377467917,7.204979435841757,8.158919105498878
-0.19512653921869338,12.0,6.841624677460921,6.175796228389787
-0.19859463035538527,12.0,1.4106683509357913,2.747124614170902
0.8629434073490512,12.593222049496228,6.524902556316104,6.6660922007583885
-2.3699203669866966,12.0,6.8872011399459785,6.190213833463725
-2.0873767487695494,12.0,2.5329557230960416,4.018137991228439
-0.343431293861459,12.0,1.1812736656062248,2.361752611244759
-1.0192466805016358,12.0,3.683101001512386,4.831068143280866
0.9713709988929108,13.935201951946098,12.716764464987051,9.45708508958245
-0.8620361132818164,12.0,5.1029359085884884,5.539100568761732
-1.6184555520029371,12.0,0.9492843663376032,1.886981642915476
2.698473153382331,18.066465585208537,5.740434999985409,11.861189603762142
0.1613355492701965,12.0,2.7861197420436796,4.224998888134097
0.6012923070318857,12.0,4.476669312644923,5.254775073215201
-1.6371222793201854,12.0,6.622498661754487,6.105109396044757
-0.316574086787774,12.0,3.6174892017885147,4.7920362171161734
0.6663838845647991,12.0,8.409612253861615,6.623879860148669
-1.2264903661334543,12.0,6.403469798883981,6.032076827860671
1.063547027518508,12.970511480362322,4.773512281975638,6.364701701949139
-0.40095803487820747,12.0,0.8172604463229998,1.561802402465398
0.06245937531008483,12.0,9.03789299985555,6.780335976939085
-0.4025599183440953,12.0,13.736990266632255,7.689457952636886
3.2784172767634066,20.462421010668887,0.73650087989909,9.798287360826162
0.47975416289309913,12.0,3.349508604009357,4.624905488586016
-1.0865663934338505,12.0,1.4980225958400404,2.877591821071686
1.7338173681547835,15.559319225049771,7.022766374257601,9.791860330153842
-1.3312654749565334,12.0,6.394014036772537,6.028867926714758
0.8132953925071331,13.532433625039456,0.7592631485021286,2.934395232682938
-2.4395051858196632,12.0,10.478963328834903,7.101591602725321
-1.4922790733476456,12.0,0.9981915337707402,1.9960694102379613
0.7952918538036853,12.577459656290506,7.979130515605255,7.0872375009839015
1.6076998699931155,15.072647518048221,3.0530489479407645,7.496316353904724
0.7570524217849557,12.0,1.9895110966071574,3.4937318289521624
0.3265275764176392,12.0,0.8612973253325971,1.675765492814282
0.04834445661606679,12.0,0.9172965558350937,1.8125488143458899
-1.7177829855511408,12.0,5.4219281662591365,5.67076879712981
-0.5797663125920629,12.0,3.99732285768621,5.008846134906879
-0.19095815643968128,12.0,0.6510299062731921,1.0680046957679945
2.085683339328374,16.246032585982988,0.5978486191331934,5.1289887383840735
1.0154274343526921,13.607213055455203,0.3752913665108717,1.4790559238859817
-2.1445602330441007,12.0,6.808347239442791,6.165208487680086
